Unnamed: 0,id,construction,original,D_full,D_both,P_full,theme_in_context,recipient_in_context,P_both,logprob_D_full,logprob_P_full,logprob_D_both,logprob_P_both,logprob_theme_in_context,logprob_recipient_in_context
2790,dat-2840,D," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give you the parts at cost, I'll give you the labor for a hundred dollars and so, for two hundred fifty dollars we'll do it all for you. //A: Oh, really?"," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give you the parts at cost, I'll give you the labor for a hundred dollars and so, for two hundred fifty dollars we'll do it all for you. //A: Oh, really?"," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give you the parts"," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give the parts to you at cost, I'll give you the labor for a hundred dollars and so, for two hundred fifty dollars we'll do it all for you. //A: Oh, really?"," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give the parts"," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give you"," A: Uh-huh. //B: you know, because I didn't authorize anything and, so, he went and got his manager and the manager came out and says, I'll give the parts to you",-227.59895231829998,-234.15726220700014,-159.32641201499996,-164.84692751300003,-163.78610726700003,-150.31712470799997
2791,dat-2841,D," for them -- //B: Uh-huh. //A: -- so the, they give you more allowances, more dependent allowances for that. But you know, I understand what you're, where you're coming from with the, //B: Yeah. Now, the other side of the question is about are we getting what"," for them -- //B: Uh-huh. //A: -- so the, they give you more allowances, more dependent allowances for that. But you know, I understand what you're, where you're coming from with the, //B: Yeah. Now, the other side of the question is about are we getting what"," for them -- //B: Uh-huh. //A: -- so the, they give you more allowances"," for them -- //B: Uh-huh. //A: -- so the, they give more allowances to you, more dependent allowances for that. But you know, I understand what you're, where you're coming from with the, //B: Yeah. Now, the other side of the question is about are we getting what"," for them -- //B: Uh-huh. //A: -- so the, they give more allowances"," for them -- //B: Uh-huh. //A: -- so the, they give you"," for them -- //B: Uh-huh. //A: -- so the, they give more allowances to you",-237.56362169050007,-246.3265033726999,-118.49379612499999,-123.744278916,-117.09648589199998,-105.153263999
2792,dat-2842,D," A: Oh sure, and, and, they could not give him the nomination. //B: True [dishes]."," A: Oh sure, and, and, they could not give him the nomination. //B: True [dishes]."," A: Oh sure, and, and, they could not give him the nomination"," A: Oh sure, and, and, they could not give the nomination to him. //B: True [dishes]."," A: Oh sure, and, and, they could not give the nomination"," A: Oh sure, and, and, they could not give him"," A: Oh sure, and, and, they could not give the nomination to him",-141.470690113,-145.43615429500002,-91.77545054000001,-95.32110111,-91.37998404000001,-82.73583464000001
2793,dat-2843,D," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave him credit for. //B: I, I must admit, I'm, I'm, I, I still find him a little uninspiring. He, he seems like a reasonably competent,"," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave him credit for. //B: I, I must admit, I'm, I'm, I, I still find him a little uninspiring. He, he seems like a reasonably competent,"," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave him credit"," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave credit to him for. //B: I, I must admit, I'm, I'm, I, I still find him a little uninspiring. He, he seems like a reasonably competent,"," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave credit"," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave him"," B: Yeah, that's true, that's true. //A: And I think Bush has turned out to be a lot better President than people gave credit to him",-189.77350651200007,-200.97949017599996,-108.758979067,-119.33975220800001,-114.92459086099998,-108.52141562999998
2794,dat-2844,D," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give it fancy name and put a high price tag on it. //A: As long as it's French. //B: It's probably, it's probably Campbells or something."," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give it fancy name and put a high price tag on it. //A: As long as it's French. //B: It's probably, it's probably Campbells or something."," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give it fancy name"," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give fancy name to it and put a high price tag on it. //A: As long as it's French. //B: It's probably, it's probably Campbells or something."," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give fancy name"," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give it"," B: -- Okay. Sure. Right. //A: Charge fifteen. Keep moving. //B: Yeah, why not. give fancy name to it",-238.72293902039993,-242.87987583050005,-161.13598142699996,-166.21557354499998,-163.71688505000006,-145.87816325000006
2796,dat-2846,D," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give me instant credit for it, //B: #Uh-huh.#"," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give me instant credit for it, //B: #Uh-huh.#"," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give me instant credit"," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give instant credit to me for it, //B: #Uh-huh.#"," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give instant credit"," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give me"," B: Uh-huh. //A: Um, and I, I really had a racket going because my paycheck was being electronically deposited here in the states. And the bank that I banked with, I could write them a check on an American bank and they would give instant credit to me",-233.24335158470004,-241.21426714200004,-203.34253358200002,-209.977572226,-205.38732683499998,-195.054711617
2797,dat-2847,D," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give them some aid, I mean we helped the Afghanistan's, there's know reason why we shouldn't help the Kurds, it didn't have to involve troops, could have just given them you know, supplies. //A: Yeah. But he's just shooting them and they just killing them off."," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give them some aid, I mean we helped the Afghanistan's, there's know reason why we shouldn't help the Kurds, it didn't have to involve troops, could have just given them you know, supplies. //A: Yeah. But he's just shooting them and they just killing them off."," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give them some aid"," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give some aid to them, I mean we helped the Afghanistan's, there's know reason why we shouldn't help the Kurds, it didn't have to involve troops, could have just given them you know, supplies. //A: Yeah. But he's just shooting them and they just killing them off."," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give some aid"," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give them"," Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give some aid to them",-454.2384662023998,-457.8905702333001,-274.927607988,-278.035509875,-273.51171136500017,-267.7517172919999
2798,dat-2848,D," worth anything [laughter]. //B: Oh. //A: I'll give you a nickel for it, you know [laughter]. //B: Right. Right. //A: And e-, even some of the rare coins that a lot of people have never even //"," worth anything [laughter]. //B: Oh. //A: I'll give you a nickel for it, you know [laughter]. //B: Right. Right. //A: And e-, even some of the rare coins that a lot of people have never even //", worth anything [laughter]. //B: Oh. //A: I'll give you a nickel," worth anything [laughter]. //B: Oh. //A: I'll give a nickel to you for it, you know [laughter]. //B: Right. Right. //A: And e-, even some of the rare coins that a lot of people have never even //", worth anything [laughter]. //B: Oh. //A: I'll give a nickel, worth anything [laughter]. //B: Oh. //A: I'll give you, worth anything [laughter]. //B: Oh. //A: I'll give a nickel to you,-188.876044213,-201.9494049668,-97.10846012500001,-107.79172922,-102.111595966,-91.711826412
2799,dat-2849,D," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give myself a tempting. //A: Uh-huh."," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give myself a tempting. //A: Uh-huh."," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give myself a tempting"," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give a tempting to myself. //A: Uh-huh."," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give a tempting"," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give myself"," debt like some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give a tempting to myself",-147.24143559119997,-152.7015386995,-141.48529949959996,-150.53176923959995,-142.5945092533,-127.33675704699998
2800,dat-2850,D," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give them so much to answer the questions to get fifty rolls of film or something like that, they're taking something away from me and I don't like that."," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give them so much to answer the questions to get fifty rolls of film or something like that, they're taking something away from me and I don't like that."," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give them so much"," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give so much to them to answer the questions to get fifty rolls of film or something like that, they're taking something away from me and I don't like that."," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give so much"," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give them"," B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give so much to them",-240.28162282279996,-245.54020411059994,-167.41919438899995,-172.36527346430003,-165.6229900304,-159.5052517063
2801,dat-2851,D," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives you a diet, a computerized diet. And they go over all your health and all your history, and they show you how, everything to do, and how to do it, and the whole nine yards. So it became part of the package, so I went through it. #It worked out well.#"," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives you a diet, a computerized diet. And they go over all your health and all your history, and they show you how, everything to do, and how to do it, and the whole nine yards. So it became part of the package, so I went through it. #It worked out well.#"," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives you a diet"," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives a diet to you, a computerized diet. And they go over all your health and all your history, and they show you how, everything to do, and how to do it, and the whole nine yards. So it became part of the package, so I went through it. #It worked out well.#"," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives a diet"," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives you"," B: See I joined when this one down here opened up, I joined as a V I P. And the V I P gives you oh, [lipsmack] gives a diet to you",-343.936229775,-355.83670452400014,-176.71643792750007,-188.705494121,-181.90976583100002,-164.45844531799997
2802,dat-2852,D," A: -- uh, to see and I said, I, if you don't give me an appointment, I'm just going to go to an emergency visit, to emergency room and, and send you guys the bill."," A: -- uh, to see and I said, I, if you don't give me an appointment, I'm just going to go to an emergency visit, to emergency room and, and send you guys the bill."," A: -- uh, to see and I said, I, if you don't give me an appointment"," A: -- uh, to see and I said, I, if you don't give an appointment to me, I'm just going to go to an emergency visit, to emergency room and, and send you guys the bill."," A: -- uh, to see and I said, I, if you don't give an appointment"," A: -- uh, to see and I said, I, if you don't give me"," A: -- uh, to see and I said, I, if you don't give an appointment to me",-162.57014856400005,-170.96032815299995,-101.39752104000003,-109.78236310599999,-105.88627330999999,-94.44362570000001
2803,dat-2853,D," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give you a ticket for a baseball bat in the back of your car. //A: That's a very deadly weapon."," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give you a ticket for a baseball bat in the back of your car. //A: That's a very deadly weapon."," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give you a ticket"," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give a ticket to you for a baseball bat in the back of your car. //A: That's a very deadly weapon."," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give a ticket"," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give you"," B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give a ticket to you",-172.105540377,-178.73698604299997,-125.81927855,-131.78900093,-127.93465409,-124.99756340999998
2804,dat-2854,D," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give it thumbs down. And they go, but why? Because it's like, the end is, like, really depressing. And so, //B: Oh."," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give it thumbs down. And they go, but why? Because it's like, the end is, like, really depressing. And so, //B: Oh."," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give it thumbs down"," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give thumbs down to it. And they go, but why? Because it's like, the end is, like, really depressing. And so, //B: Oh."," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give thumbs down"," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give it"," B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give thumbs down to it",-192.64982744499997,-198.44880601900007,-123.19126016,-129.22792556,-124.14529412299999,-114.00939768500002
2805,dat-2855,D," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah."," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah."," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give a present to me for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah."," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give a present"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give a present to me",-241.7533086647,-249.34781652500004,-148.39406448499994,-153.18548614800005,-151.07980509999993,-144.79649982499996
2806,dat-2856,D," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give a backpack to me. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give a backpack"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give a backpack to me",-241.7689780332001,-256.1356802919999,-158.93912793,-170.91173157,-166.08605126499995,-158.93928952699997
2807,dat-2857,D," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give a backpack to me. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give a backpack"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me"," want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give a backpack to me",-242.0009876015999,-256.1312490909,-159.25497926399999,-170.71718304100003,-166.16660033099998,-158.823557978
2808,dat-2858,D," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give you different year sometimes so you're wearing sometimes you're wearing eighty-nine, the other times, sometimes you're wearing ninety-one, the other times you're wearing eighty-six. So, it's okay, you know."," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give you different year sometimes so you're wearing sometimes you're wearing eighty-nine, the other times, sometimes you're wearing ninety-one, the other times you're wearing eighty-six. So, it's okay, you know."," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give you different year"," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give different year to you sometimes so you're wearing sometimes you're wearing eighty-nine, the other times, sometimes you're wearing ninety-one, the other times you're wearing eighty-six. So, it's okay, you know."," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give different year"," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give you"," A: And so sometimes you wear the shirts from, from the gym every day of the week. //B: Yeah. //A: The only thing is that you can tell them apart because they have the year that they were bought in -- //B: Uh-huh. //A: -- so, I mean, you don't feel as bad, because, it's like, they, they give different year to you",-346.7898756161,-357.00675014339964,-249.11697890969998,-260.9606659023001,-251.99412229869998,-239.8928118097
2809,dat-2859,D," like sixteen seconds to go. //B: Huh. //A: The-, they gave him the ball, he took the shot, he makes it he's a hero, if he misses it he's a goat. He made it. //B: Huh. Made it."," like sixteen seconds to go. //B: Huh. //A: The-, they gave him the ball, he took the shot, he makes it he's a hero, if he misses it he's a goat. He made it. //B: Huh. Made it."," like sixteen seconds to go. //B: Huh. //A: The-, they gave him the ball"," like sixteen seconds to go. //B: Huh. //A: The-, they gave the ball to him, he took the shot, he makes it he's a hero, if he misses it he's a goat. He made it. //B: Huh. Made it."," like sixteen seconds to go. //B: Huh. //A: The-, they gave the ball"," like sixteen seconds to go. //B: Huh. //A: The-, they gave him"," like sixteen seconds to go. //B: Huh. //A: The-, they gave the ball to him",-181.71782989699997,-186.24939811000004,-118.814927677,-122.36829676899997,-117.64387889999999,-115.06027646649999
2810,dat-2860,D," B: okay, to g-, to give you some perspective, this, this town that I had lived in for sometime in nineteen eighty-three was funded sixty-five per cent by state funds. //A: Yeah."," B: okay, to g-, to give you some perspective, this, this town that I had lived in for sometime in nineteen eighty-three was funded sixty-five per cent by state funds. //A: Yeah."," B: okay, to g-, to give you some perspective"," B: okay, to g-, to give some perspective to you, this, this town that I had lived in for sometime in nineteen eighty-three was funded sixty-five per cent by state funds. //A: Yeah."," B: okay, to g-, to give some perspective"," B: okay, to g-, to give you"," B: okay, to g-, to give some perspective to you",-199.728157114,-206.12403762600005,-80.0015836,-87.00280389999999,-80.64905775000001,-73.4181904
2812,dat-2862,D," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give you a physical and if there's nothing physically wrong with you, then you're drafted. It doesn't matter how rich you are."," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give you a physical and if there's nothing physically wrong with you, then you're drafted. It doesn't matter how rich you are."," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give you a physical"," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give a physical to you and if there's nothing physically wrong with you, then you're drafted. It doesn't matter how rich you are."," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give a physical"," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give you"," B: [TV] Uh-huh, or it could be like the draft where before they draft you, they ta- you get a physical anyway. So when they send you a draft notice and then they give a physical to you",-221.89878886840006,-231.47017163200002,-179.56175532999998,-188.721628987,-184.36928128200003,-178.87023834199996
2813,dat-2863,D," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give you another shot.# //A: # why the type of test is important. # //B: Yeah."," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give you another shot.# //A: # why the type of test is important. # //B: Yeah."," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give you another shot"," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give another shot to you.# //A: # why the type of test is important. # //B: Yeah."," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give another shot"," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give you"," B: Yeah. //A: And I think a lot of it that's, //B: # As long as they give another shot to you",-182.2342562059999,-189.11515329160002,-128.87657786300002,-137.046855684,-130.205805649,-118.20552685400004
2814,dat-2864,D," B: -- all that black ink. Huh-uh, no, give me a break dude."," B: -- all that black ink. Huh-uh, no, give me a break dude."," B: -- all that black ink. Huh-uh, no, give me a break"," B: -- all that black ink. Huh-uh, no, give a break to me dude."," B: -- all that black ink. Huh-uh, no, give a break"," B: -- all that black ink. Huh-uh, no, give me"," B: -- all that black ink. Huh-uh, no, give a break to me",-107.47178026000002,-119.20177486000001,-97.90293852000002,-109.54897270000002,-103.2535633,-93.54182301999998
2815,dat-2865,D," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give them a fine, whatever, make them do civic duty whatever, //B: # Yeah, I mean seriously,# //A: # Put them fools in there,#"," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give them a fine, whatever, make them do civic duty whatever, //B: # Yeah, I mean seriously,# //A: # Put them fools in there,#"," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give them a fine"," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give a fine to them, whatever, make them do civic duty whatever, //B: # Yeah, I mean seriously,# //A: # Put them fools in there,#"," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give a fine"," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give them"," A: -- let them go, let them go -- //B: Yeah. //A: -- you know, give a fine to them",-205.84663819560006,-214.97719939109996,-103.203032404,-112.71595297369997,-108.20250169399999,-95.4687700855
2816,dat-2866,D," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave them that loan. But people over here can't even get a small business loan like that. //A: Yeah."," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave them that loan. But people over here can't even get a small business loan like that. //A: Yeah."," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave them that loan"," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave that loan to them. But people over here can't even get a small business loan like that. //A: Yeah."," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave that loan"," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave them"," A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And Uncle Sam done bought you know, Uncle Sam had to pay for it. They gave that loan to them",-267.64013019649997,-271.34000262600006,-228.97894657999998,-232.45636278400008,-229.57640698999992,-219.07340718499995
2817,dat-2867,D," on the weekend -- //A: Uh-huh. //B: -- and they give you the uniform. //A: Yeah. //B: So it, it's supplied --"," on the weekend -- //A: Uh-huh. //B: -- and they give you the uniform. //A: Yeah. //B: So it, it's supplied --", on the weekend -- //A: Uh-huh. //B: -- and they give you the uniform," on the weekend -- //A: Uh-huh. //B: -- and they give the uniform to you. //A: Yeah. //B: So it, it's supplied --", on the weekend -- //A: Uh-huh. //B: -- and they give the uniform, on the weekend -- //A: Uh-huh. //B: -- and they give you, on the weekend -- //A: Uh-huh. //B: -- and they give the uniform to you,-140.5609518397,-142.22896858960002,-106.24081092149999,-109.77153746680001,-105.77307458799999,-94.07067490100002
